consensusID	target	meanRural	meanUrban	stoolPrevelance	maxFraction	pValue	percentIdentity	alignmentLength	targetName	higherInRural	rdpSummary
Consensus222	otu_823_V3V5	1.0828909865968654	0.5940261712428315	0.10232558	0.10232558	0.0207924988530996	98.4	250	otu_823_V3V5	true	Root(100);Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidaceae(100);Bacteroides(100)
Consensus482	otu_507_V3V5	0.33079370971413047	0.64848191871826	0.7767442	0.7767442	0.0209767928761972	97.6	250	otu_507_V3V5	false	Root(100);Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidaceae(100);Bacteroides(100)
Consensus600	otu_268_V3V5	0.543245957178629	0.1819788121923035	0.3906977	0.3906977	0.020610573563361	97.2	250	otu_268_V3V5	true	Root(100);Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Sporobacter(63)
Consensus80	otu_3_V3V5	1.509833625079855	0.9730494636507455	0.427907	1.0	0.0204357733804705	100.0	250	otu_3_V3V5	true	Root(100);Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Pasteurellales(100);Pasteurellaceae(100);Haemophilus(79)
Consensus796	otu_899_V3V5	0.1563201893021645	0.352719531483658	0.4	0.4	0.0213195410705738	95.62	251	otu_899_V3V5	false	Root(100);Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Incertae Sedis XIV(91);Blautia(91)
Consensus498	otu_1188_V3V5	0.30791880299374996	0.6982032328404685	0.2372093	0.2372093	0.0217112362361566	98.0	250	otu_1188_V3V5	false	Root(100);Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Burkholderiales(100);Alcaligenaceae(100);Parasutterella(100)
Consensus573	otu_546_V3V5	0.21553364585691348	0.5025747988062805	0.32093024	0.32093024	0.0220160836216856	96.8	250	otu_546_V3V5	false	Root(100);Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(91);Coprococcus(87)
Consensus110	otu_294_V3V5	1.059165498773195	1.545253875943605	0.81860465	0.81860465	0.0227540060798654	100.0	250	otu_294_V3V5	false	Root(100);Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidaceae(100);Bacteroides(100)
Consensus240	otu_542_V3V5	0.8428935005678385	0.26000435941555	0.1767442	0.1767442	0.0228295642269536	93.2	250	otu_542_V3V5	true	Root(100);Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Prevotella(100)
Consensus365	otu_1188_V3V5	0.37753755227316554	0.837719814737234	0.2372093	0.2372093	0.0230652611986497	100.0	228	otu_1188_V3V5	false	Root(100);Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Burkholderiales(100);Alcaligenaceae(100);Parasutterella(100)
Consensus479	otu_520_V3V5	0.347013434824705	0.6767411080076605	0.40465117	0.40465117	0.0229587397874935	99.2	250	otu_520_V3V5	false	Root(100);Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidaceae(100);Bacteroides(100)
Consensus757	otu_216_V3V5	0.07604731988046005	0.282666698480731	0.81395346	0.81395346	0.0224006470897906	97.6	250	otu_216_V3V5	false	Root(100);Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(56);Coprococcus(41)
Consensus135	otu_350_V3V5	1.52497901911942	1.136440845262575	0.75348836	0.75348836	0.0242775215651216	100.0	250	otu_350_V3V5	true	Root(100);Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Dorea(100)
Consensus328	otu_766_V3V5	0.683324661628523	0.23220396220538397	0.17209302	0.17209302	0.0239303189127555	100.0	250	otu_766_V3V5	true	Root(100);Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(98);Ethanoligenens(59)
Consensus40	otu_9_V3V5	1.627473270454775	1.0984935620455771	0.427907	0.9904762	0.024041576061721	99.6	250	otu_9_V3V5	true	Root(100);Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Streptococcaceae(100);Streptococcus(100)
Consensus445	otu_167_V3V5	0.421673831550066	0.739034386750717	0.34418604	0.40298507	0.0243221265303708	98.74	239	otu_167_V3V5	false	Root(100);Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Enterobacteriales(100);Enterobacteriaceae(100);Escherichia/Shigella(92)
Consensus749	otu_1188_V3V5	0.09556526856834704	0.340859488910994	0.2372093	0.2372093	0.024070466369572	99.6	250	otu_1188_V3V5	false	Root(100);Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Burkholderiales(100);Alcaligenaceae(100);Parasutterella(100)
Consensus543	otu_46_V3V5	0.5654753220079545	0.206746498464382	0.19069767	0.20930232	0.024712423525571	98.8	250	otu_46_V3V5	true	Root(100);Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Prevotella(100)
Consensus829	otu_195_V3V5	0.09922622493661445	0.26879296939804354	0.9488372	0.9488372	0.0248771094745823	90.12	253	otu_195_V3V5	false	Root(100);Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Incertae Sedis XIV(100);Blautia(100)
Consensus141	otu_46_V3V5	0.5852948269909575	0.0649593444934343	0.19069767	0.20930232	0.0270146745567958	96.03	252	otu_46_V3V5	true	Root(100);Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Prevotella(100)
Consensus155	otu_216_V3V5	0.880055212198266	1.29269645836147	0.81395346	0.81395346	0.0258321630716278	99.2	250	otu_216_V3V5	false	Root(100);Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(56);Coprococcus(41)
Consensus237	otu_1151_V3V5	1.3408681478250601	1.07190806514084	0.2744186	0.2744186	0.0263144844228531	97.47	237	otu_1151_V3V5	true	Root(100);Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Faecalibacterium(100)
Consensus42	otu_46_V3V5	1.406494514778175	0.6995304698954	0.19069767	0.20930232	0.0265786800696155	100.0	250	otu_46_V3V5	true	Root(100);Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Prevotella(100)
Consensus439	otu_112_V3V5	0.619855175017021	0.3065387358740145	0.074418604	0.10465116	0.0262342015003117	94.05	252	otu_112_V3V5	true	Root(100);Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiaceae(100);Clostridiaceae 1(100);Clostridium(99)
Consensus506	otu_262_V3V5	0.4155013697916415	0.0996405650414495	0.6372093	0.6372093	0.0268900993710022	95.2	250	otu_262_V3V5	true	Root(100);Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Coprococcus(92)
Consensus673	otu_472_V3V5	0.1238684444286015	0.3910921709169775	0.3534884	0.3534884	0.0265449330263512	98.4	250	otu_472_V3V5	false	Root(100);Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(96);Coprococcus(69)
Consensus798	otu_888_V3V5	0.212240914267087	0.366712288407131	0.41860464	0.41860464	0.0269645677644877	99.6	250	otu_888_V3V5	false	Root(100);Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidaceae(100);Bacteroides(100)
Consensus85	otu_451_V3V5	0.8714337401746755	0.317637715931415	0.013953488	0.023255814	0.0267911143253275	100.0	250	otu_451_V3V5	true	Root(100);Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Lactobacillaceae(100);Lactobacillus(100)
Consensus215	otu_65_V3V5	1.160614424166015	0.6904665423332059	0.97209305	0.97209305	0.0273378959321653	94.0	250	otu_65_V3V5	true	Root(100);Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Roseburia(97)
Consensus16	otu_306_V3V5	0.97245910361649	0.2742497663191815	0.046511628	0.04761905	0.0277321309907981	98.8	250	otu_306_V3V5	true	Root(100);Bacteria(100);Bacteroidetes(100);Bacteroidia(85);Bacteroidales(85);Prevotellaceae(82);Prevotella(45)
Consensus156	otu_313_V3V5	0.641536443188994	1.1363107054506165	0.66976744	0.66976744	0.029743377303586	89.2	250	otu_313_V3V5	false	Root(100);Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Coprococcus(47)
Consensus194	otu_1148_V3V5	0.896513253397984	0.5055235076642235	0.0	0.2	0.0284991999689724	100.0	250	otu_1148_V3V5	true	Root(100);Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Streptococcaceae(100);Streptococcus(100)
Consensus206	otu_828_V3V5	0.653798150248343	0.165156605099641	0.05116279	0.05116279	0.0296376775919815	99.6	250	otu_828_V3V5	true	Root(100);Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Burkholderiales(100);Alcaligenaceae(82);Sutterella(82)
Consensus315	otu_294_V3V5	0.5606537341678131	0.9475570413601364	0.81860465	0.81860465	0.0291998468466822	98.73	237	otu_294_V3V5	false	Root(100);Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidaceae(100);Bacteroides(100)
Consensus322	otu_542_V3V5	0.7518964762239465	0.2448539512235695	0.1767442	0.1767442	0.0297011856108311	96.8	250	otu_542_V3V5	true	Root(100);Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Prevotella(100)
Consensus437	otu_150_V3V5	0.343699420473361	0.6704404643799455	0.8651163	0.8651163	0.0294419378859276	100.0	244	otu_150_V3V5	false	Root(100);Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidaceae(100);Bacteroides(100)
Consensus592	otu_12_V3V5	0.3814923970906665	0.648098183856535	0.95813954	0.95813954	0.0288832979592841	98.31	237	otu_12_V3V5	false	Root(100);Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidaceae(100);Bacteroides(100)
Consensus470	otu_195_V3V5	0.2736249536823385	0.597553366835443	0.9488372	0.9488372	0.0300908960172532	91.3	253	otu_195_V3V5	false	Root(100);Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Incertae Sedis XIV(100);Blautia(100)
Consensus466	otu_591_V3V5	0.7078007584478081	0.3457848327459835	0.59069765	0.59069765	0.030566326749657	100.0	236	otu_591_V3V5	true	Root(100);Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(97);Roseburia(97)
Consensus764	otu_218_V3V5	0.17713618331492748	0.4029219575584615	0.9302326	0.9302326	0.0310320917684694	96.4	250	otu_218_V3V5	false	Root(100);Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidaceae(100);Bacteroides(100)
Consensus304	otu_9_V3V5	0.7487008550114105	0.371350899605635	0.427907	0.9904762	0.0320999010640786	97.6	250	otu_9_V3V5	true	Root(100);Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Streptococcaceae(100);Streptococcus(100)
Consensus49	otu_256_V3V5	2.01948911279752	1.68435220135556	0.80465114	0.80465114	0.0318663065052751	99.6	250	otu_256_V3V5	true	Root(100);Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(58);Coprococcus(52)
Consensus637	otu_1188_V3V5	0.195806823582965	0.47055519043205996	0.2372093	0.2372093	0.0321789786181428	99.2	250	otu_1188_V3V5	false	Root(100);Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Burkholderiales(100);Alcaligenaceae(100);Parasutterella(100)
Consensus154	otu_1091_V3V5	0.8045227572148794	0.232081657373997	0.018604651	0.018604651	0.033130444503213	97.2	250	otu_1091_V3V5	true	Root(100);Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Prevotella(100)
Consensus130	otu_725_V3V5	1.177925071972545	0.6510854747733386	0.3534884	0.3534884	0.0347020412520062	99.6	250	otu_725_V3V5	true	Root(100);Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcus(100)
Consensus256	otu_127_V3V5	0.509757167266784	0.9927392580554015	0.6418605	0.6418605	0.0346879949018033	95.22	251	otu_127_V3V5	false	Root(100);Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Burkholderiales(100);Alcaligenaceae(100);Parasutterella(100)
Consensus397	otu_1082_V3V5	0.6125505561457925	0.2517058945438335	0.29302326	0.29302326	0.0350883177286401	100.0	250	otu_1082_V3V5	true	Root(100);Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Faecalibacterium(100)
Consensus721	otu_555_V3V5	0.142854521427569	0.3532023500839545	0.7255814	0.7255814	0.0351338167861917	97.2	250	otu_555_V3V5	false	Root(100);Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidaceae(100);Bacteroides(100)
Consensus833	otu_239_V3V5	0.14680977255750566	0.276907291155999	0.80465114	0.80465114	0.0348129442058029	98.4	250	otu_239_V3V5	false	Root(100);Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(91);Coprococcus(6)
Consensus753	otu_46_V3V5	0.2994565218013915	0.0679120269047611	0.19069767	0.20930232	0.035743295011917	99.6	250	otu_46_V3V5	true	Root(100);Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Prevotella(100)
Consensus134	otu_1020_V3V5	0.9906310120454611	0.473749565976559	0.093023255	0.093023255	0.0363038476346831	97.2	250	otu_1020_V3V5	true	Root(100);Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidaceae(100);Bacteroides(100)
Consensus193	otu_620_V3V5	0.8176047261372246	1.236497189680915	0.53953487	0.53953487	0.0363764740476311	97.2	250	otu_620_V3V5	false	Root(100);Bacteria(100);Bacteroidetes(100);Bacteroidia(99);Bacteroidales(99);Porphyromonadaceae(89);Parabacteroides(89)
Consensus1	otu_46_V3V5	2.72736770729952	1.88574756657149	0.19069767	0.20930232	0.0369540206035048	99.2	250	otu_46_V3V5	true	Root(100);Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Prevotella(100)
Consensus171	otu_551_V3V5	0.6561002707321726	0.142014458056555	0.093023255	0.093023255	0.0387244087811445	95.58	249	otu_551_V3V5	true	Root(100);Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Veillonellaceae(100);Acidaminococcus(46)
Consensus3	otu_1151_V3V5	3.39500979263067	2.99712362966654	0.2744186	0.2744186	0.0389720891453209	100.0	250	otu_1151_V3V5	true	Root(100);Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Faecalibacterium(100)
Consensus312	otu_849_V3V5	0.4652285024761735	0.839738824408904	0.3906977	0.3906977	0.0393102919879755	96.4	250	otu_849_V3V5	false	Root(100);Bacteria(100);Bacteroidetes(100);Bacteroidia(99);Bacteroidales(99);Bacteroidaceae(84);Bacteroides(84)
Consensus463	otu_623_V3V5	0.39069271959388296	0.718117992798875	0.51627904	0.51627904	0.0382852240535262	96.0	250	otu_623_V3V5	false	Root(100);Bacteria(100);Bacteroidetes(100);Bacteroidia(99);Bacteroidales(99);Bacteroidaceae(58);Bacteroides(58)
Consensus61	otu_1151_V3V5	2.0896057896300197	1.72107017546863	0.2744186	0.2744186	0.0392742352378709	97.6	250	otu_1151_V3V5	true	Root(100);Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Faecalibacterium(100)
Consensus777	otu_1188_V3V5	0.147780228127922	0.3723613053568235	0.2372093	0.2372093	0.0387532407902286	99.2	250	otu_1188_V3V5	false	Root(100);Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Burkholderiales(100);Alcaligenaceae(100);Parasutterella(100)
Consensus785	otu_840_V3V5	0.322133773214251	0.141267196264999	0.0	0.42857143	0.0383735945664946	98.0	250	otu_840_V3V5	true	Root(100);Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Veillonellaceae(100);Veillonella(100)
Consensus323	otu_218_V3V5	0.72177088122005	1.039694886443203	0.9302326	0.9302326	0.040424324592585	98.0	250	otu_218_V3V5	false	Root(100);Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidaceae(100);Bacteroides(100)
Consensus260	otu_243_V3V5	0.8696789274975735	0.407379714405161	0.61860466	0.61860466	0.0407766824119014	98.01	251	otu_243_V3V5	true	Root(100);Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(99);Sporobacter(63)
Consensus101	otu_327_V3V5	1.033043387961035	0.4673529957904825	0.22790697	0.22790697	0.0411466856236435	100.0	250	otu_327_V3V5	true	Root(100);Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(98);Coprococcus(77)
Consensus35	otu_1054_V3V5	2.09271790474487	2.2451787384055253	0.3116279	0.3116279	0.0436618577614794	99.2	250	otu_1054_V3V5	false	Root(100);Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(98);Coprococcus(92)
Consensus238	otu_167_V3V5	0.578442061216075	0.951620074188462	0.34418604	0.40298507	0.0449956575167731	94.0	250	otu_167_V3V5	false	Root(100);Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Enterobacteriales(100);Enterobacteriaceae(100);Escherichia/Shigella(92)
Consensus158	otu_623_V3V5	0.969460979935248	1.3475970526971501	0.51627904	0.51627904	0.0456028956294388	100.0	250	otu_623_V3V5	false	Root(100);Bacteria(100);Bacteroidetes(100);Bacteroidia(99);Bacteroidales(99);Bacteroidaceae(58);Bacteroides(58)
Consensus800	otu_555_V3V5	0.157482037496033	0.34103479215876653	0.7255814	0.7255814	0.0457139821320001	97.05	237	otu_555_V3V5	false	Root(100);Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidaceae(100);Bacteroides(100)
Consensus290	otu_542_V3V5	0.7205069089334439	0.2666804624907245	0.1767442	0.1767442	0.0479110427401513	98.0	250	otu_542_V3V5	true	Root(100);Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Prevotella(100)
Consensus200	otu_218_V3V5	0.9718213397978346	1.314104389501005	0.9302326	0.9302326	0.048253626923483	97.6	250	otu_218_V3V5	false	Root(100);Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidaceae(100);Bacteroides(100)
Consensus682	otu_1151_V3V5	0.4360922128271405	0.24183915627063748	0.2744186	0.2744186	0.0495455894625755	95.6	250	otu_1151_V3V5	true	Root(100);Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Faecalibacterium(100)
Consensus718	otu_239_V3V5	0.24780510615429102	0.439415112233352	0.80465114	0.80465114	0.0494469764491974	96.0	250	otu_239_V3V5	false	Root(100);Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(91);Coprococcus(6)
Consensus204	otu_441_V3V5	0.7817251276080185	0.37914959310256946	0.11627907	0.11627907	0.0508963311669133	100.0	250	otu_441_V3V5	true	Root(100);Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Coprococcus(100)
Consensus396	otu_730_V3V5	0.45875124882985296	0.8267457872527164	0.5023256	0.5023256	0.0509644053340349	100.0	250	otu_730_V3V5	false	Root(100);Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(99);Ethanoligenens(38)
Consensus340	otu_514_V3V5	0.6830927926641225	0.9224249256268915	0.60930234	0.60930234	0.05309212809485	95.6	250	otu_514_V3V5	false	Root(100);Bacteria(100);Firmicutes(100);Clostridia(96);Clostridiales(96);Lachnospiraceae(69);Acetitomaculum(38)
Consensus595	otu_256_V3V5	0.1529603813445899	0.421423196590278	0.80465114	0.80465114	0.0529414591923882	95.22	251	otu_256_V3V5	false	Root(100);Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(58);Coprococcus(52)
Consensus44	otu_1151_V3V5	2.21266665458631	1.866142471273365	0.2744186	0.2744186	0.0534153813851164	98.8	250	otu_1151_V3V5	true	Root(100);Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Faecalibacterium(100)
Consensus142	otu_592_V3V5	1.0077044834953126	0.5033987992736499	0.15813954	0.15813954	0.054310925292735	100.0	250	otu_592_V3V5	true	Root(100);Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidaceae(97);Bacteroides(97)
Consensus13	otu_1188_V3V5	1.407129703107105	2.08117089291491	0.2372093	0.2372093	0.0559984817970567	100.0	250	otu_1188_V3V5	false	Root(100);Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Burkholderiales(100);Alcaligenaceae(100);Parasutterella(100)
Consensus575	otu_127_V3V5	0.28651888554940597	0.588312930204441	0.6418605	0.6418605	0.0560933523321339	98.01	251	otu_127_V3V5	false	Root(100);Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Burkholderiales(100);Alcaligenaceae(100);Parasutterella(100)
Consensus334	otu_630_V3V5	0.707758489890036	0.3151278106396625	0.027906977	0.027906977	0.0565531220661235	97.59	249	otu_630_V3V5	true	Root(100);Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Veillonellaceae(100);Megamonas(100)
Consensus32	otu_907_V3V5	1.78404477950487	2.19054380439085	0.10232558	0.10232558	0.0573439807400077	98.4	250	otu_907_V3V5	false	Root(100);Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidaceae(100);Bacteroides(100)
Consensus583	otu_888_V3V5	0.387922569767846	0.63373479356977	0.41860464	0.41860464	0.0577912645762101	98.31	237	otu_888_V3V5	false	Root(100);Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidaceae(100);Bacteroides(100)
Consensus144	otu_268_V3V5	1.10258584880634	0.5955922238517565	0.3906977	0.3906977	0.0585866957950663	100.0	250	otu_268_V3V5	true	Root(100);Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Sporobacter(63)
Consensus189	otu_224_V3V5	1.275834524644605	0.9650570627237814	0.7627907	0.7627907	0.0589045449276004	99.17	240	otu_224_V3V5	true	Root(100);Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Roseburia(100)
Consensus502	otu_33_V3V5	0.415377035397524	0.11504287666364349	0.59069765	0.59069765	0.0605465399169867	96.0	250	otu_33_V3V5	true	Root(100);Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidaceae(100);Bacteroides(100)
Consensus614	otu_441_V3V5	0.354839177910365	0.12461903263923049	0.11627907	0.11627907	0.0604845610471516	97.6	250	otu_441_V3V5	true	Root(100);Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Coprococcus(100)
Consensus662	otu_268_V3V5	0.451999527046344	0.1951551390541305	0.3906977	0.3906977	0.0604381610497324	96.0	250	otu_268_V3V5	true	Root(100);Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Sporobacter(63)
Consensus122	otu_306_V3V5	0.5132667954915825	0.085102397769139	0.046511628	0.04761905	0.0615812313312633	96.03	252	otu_306_V3V5	true	Root(100);Bacteria(100);Bacteroidetes(100);Bacteroidia(85);Bacteroidales(85);Prevotellaceae(82);Prevotella(45)
Consensus211	otu_1151_V3V5	1.3344167014196948	1.0653947986592152	0.2744186	0.2744186	0.0625665074259725	97.2	250	otu_1151_V3V5	true	Root(100);Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Faecalibacterium(100)
Consensus452	otu_731_V3V5	0.6282508928153935	0.3923344404124495	0.0	0.37619048	0.06184207583669	98.8	249	otu_731_V3V5	true	Root(100);Bacteria(100);Firmicutes(99);Clostridia(99);Clostridiales(99);Veillonellaceae(98);Veillonella(95)
Consensus640	otu_343_V3V5	0.5377861800655195	0.29694796979023697	0.7209302	0.7209302	0.0622221839131121	97.19	249	otu_343_V3V5	true	Root(100);Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Subdoligranulum(100)
Consensus741	otu_346_V3V5	0.2955017456730275	0.10367012847615376	0.41395348	0.41395348	0.0623509849425339	99.2	250	otu_346_V3V5	true	Root(100);Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(89);Roseburia(73)
Consensus636	otu_394_V3V5	0.184257341770299	0.4374528520513135	0.7906977	0.7906977	0.0629422445516117	97.6	250	otu_394_V3V5	false	Root(100);Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Papillibacter(39)
Consensus87	otu_542_V3V5	1.021929962329156	0.461409186440851	0.1767442	0.1767442	0.0655275561868939	96.41	251	otu_542_V3V5	true	Root(100);Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Prevotella(100)
Consensus182	otu_406_V3V5	0.5683819354435745	0.1679809709597035	0.1627907	0.1627907	0.0667191505282498	98.0	250	otu_406_V3V5	true	Root(100);Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Eubacteriaceae(100);Eubacterium(100)
Consensus191	otu_394_V3V5	0.517840085769668	0.951209221037122	0.7906977	0.7906977	0.0666932849590591	100.0	250	otu_394_V3V5	false	Root(100);Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Papillibacter(39)
Consensus517	otu_928_V3V5	0.7114186889246514	0.48116713756131146	0.3906977	0.3906977	0.0667638766234577	95.98	249	otu_928_V3V5	true	Root(100);Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Faecalibacterium(94)
Consensus26	otu_224_V3V5	2.1867642664329052	1.813522613579345	0.7627907	0.7627907	0.0673078593757287	99.58	240	otu_224_V3V5	true	Root(100);Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Roseburia(100)
Consensus56	otu_551_V3V5	0.871065445396251	0.311203921422391	0.093023255	0.093023255	0.067510134817631	99.6	250	otu_551_V3V5	true	Root(100);Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Veillonellaceae(100);Acidaminococcus(46)
Consensus477	otu_46_V3V5	0.5570379008675745	0.24490061139847152	0.19069767	0.20930232	0.0678915459298339	99.6	250	otu_46_V3V5	true	Root(100);Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Prevotella(100)
Consensus153	otu_716_V3V5	1.508684845133145	1.171574303528205	0.49302325	0.49302325	0.069386673642885	99.6	250	otu_716_V3V5	true	Root(100);Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(9);Coprococcus(84)
Consensus375	otu_623_V3V5	0.5881237824302095	0.891317237254214	0.51627904	0.51627904	0.0695581272369266	94.78	249	otu_623_V3V5	false	Root(100);Bacteria(100);Bacteroidetes(100);Bacteroidia(99);Bacteroidales(99);Bacteroidaceae(58);Bacteroides(58)
