taxa	taxonomy	081A	082A	083A	084A	085A	086A	091A	093A	094A	098A	099A	100A	101A	107A	108A	109A	10A	116A	118A	119A	11A	120A	13A	15A	18A	1A	20A	21A	24A	25A	28A	29A	31A	34A	35A	37A	39A	3A	6A	7A
Fluviicola_taffensis	d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Cryomorphaceae|g__Fluviicola|s__Fluviicola_taffensis	2	5	10	22	1	21	5	3	6	32	6	29	6	21	53	73	1	4	4	3	26	39	2	9	36	8	26	6	13	3	14	6	9	41	1	6	40	43	19	17
Owenweeksia_hongkongensis	d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Cryomorphaceae|g__Owenweeksia|s__Owenweeksia_hongkongensis	27	2	1	16	4	2	1	26	1	32	0	20	0	32	19	59	47	3	1	6	35	33	74	23	49	14	40	8	6	5	0	2	11	41	3	1	65	1	14	26
Aequorivita_sublithincola	d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Aequorivita|s__Aequorivita_sublithincola	2	2	1	1	0	0	0	2	0	2	0	0	4	1	22	0	0	12	0	2	3	0	0	3	1	5	0	2	5	0	0	0	2	0	0	0	1	12	1	1
Capnocytophaga_canimorsus	d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga|s__Capnocytophaga_canimorsus	0	2	0	19	3	0	1	0	0	0	0	12	0	0	0	1	0	0	0	1	28	3	1	1	4	0	3	1	1	0	0	0	6	0	1	0	37	1	0	9
Capnocytophaga_ochracea	d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga|s__Capnocytophaga_ochracea	70	6	6	23	0	2	31	28	59	37	1	2	21	15	42	70	56	6	0	15	15	31	11	11	38	7	44	29	4	11	20	19	12	7	62	11	8	7	17	6
Cellulophaga_algicola	d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Cellulophaga|s__Cellulophaga_algicola	13	3	6	0	0	3	16	0	0	3	0	6	11	2	1	17	12	6	0	2	0	8	2	3	2	1	13	4	6	0	0	0	1	0	13	3	1	4	18	1
Cellulophaga_lytica	d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Cellulophaga|s__Cellulophaga_lytica	1	1	0	3	2	2	0	0	0	1	0	0	1	0	0	5	6	7	0	6	0	0	3	4	4	1	0	2	2	0	1	0	0	0	1	1	1	3	2	1
Croceibacter_atlanticus	d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Croceibacter|s__Croceibacter_atlanticus	4	3	2	0	0	3	8	0	2	5	0	0	0	0	0	0	1	3	0	1	27	0	2	1	2	0	7	0	5	1	0	0	1	1	2	18	1	4	0	0
Dokdonia_sp._4H-3-7-5	d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Dokdonia|s__Dokdonia_sp._4H-3-7-5	4	3	2	2	0	0	2	1	1	4	0	3	0	1	20	1	1	0	0	1	5	1	1	1	2	0	0	12	8	0	2	0	4	3	1	0	2	1	2	1
Flavobacterium_branchiophilum	d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_branchiophilum	12	16	11	8	4	47	26	58	14	16	37	11	27	7	1	11	5	56	19	9	6	5	3	7	25	68	34	7	8	28	47	55	6	3	2	12	1	1	8	1
Flavobacterium_columnare	d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_columnare	0	3	4	5	0	14	0	0	0	3	0	2	3	8	0	9	1	0	1	0	1	1	11	4	7	1	1	1	4	0	1	0	4	4	1	1	42	3	2	10
Flavobacterium_indicum	d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_indicum	2	4	15	2	0	25	3	0	0	2	0	3	1	0	0	0	0	2	0	2	1	3	0	2	5	0	11	9	2	14	0	2	1	0	3	13	1	3	5	0
Flavobacterium_johnsoniae	d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_johnsoniae	24	15	0	20	2	0	3	9	43	39	1	9	8	28	24	7	4	5	1	28	11	33	18	10	30	1	19	29	4	33	0	1	7	3	8	1	9	2	33	29
Flavobacterium_psychrophilum	d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_psychrophilum	3	2	1	6	0	0	0	2	0	13	1	0	0	0	15	0	0	1	0	0	0	12	0	1	0	0	0	0	0	9	0	0	0	0	0	8	1	0	20	0
Gramella_forsetii	d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Gramella|s__Gramella_forsetii	5	0	2	1	1	7	1	0	0	3	1	0	3	3	6	0	6	0	11	3	7	5	3	4	2	0	8	3	6	3	1	1	0	0	7	24	0	3	0	0
Lacinutrix_sp._5H-3-7-4	d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Lacinutrix|s__Lacinutrix_sp._5H-3-7-4	4	2	3	1	0	3	0	1	0	2	0	2	0	1	8	0	2	2	2	0	7	7	4	27	3	0	6	6	3	1	2	10	0	0	0	3	0	0	6	28
Maribacter_sp._HTCC2170	d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Maribacter|s__Maribacter_sp._HTCC2170	0	1	6	6	2	0	0	0	0	19	0	2	0	1	18	0	1	2	1	2	1	8	0	6	1	0	3	2	1	21	0	13	1	0	0	0	0	6	16	0
Muricauda_ruestringensis	d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Muricauda|s__Muricauda_ruestringensis	1	4	5	0	0	0	7	0	0	2	0	9	1	0	0	3	2	13	0	3	0	0	0	55	7	4	3	3	1	9	11	41	1	1	1	18	3	10	0	1
Nonlabens_dokdonensis	d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Nonlabens|s__Nonlabens_dokdonensis	0	0	0	0	2	0	0	0	0	0	0	1	0	0	3	0	0	3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ornithobacterium_rhinotracheale	d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Ornithobacterium|s__Ornithobacterium_rhinotracheale	0	16	0	1	0	0	0	2	1	0	0	0	0	1	0	1	1	0	0	12	5	2	0	0	0	2	0	0	0	1	8	0	6	0	2	0	0	2	0	0
Polaribacter_sp._MED152	d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Polaribacter|s__Polaribacter_sp._MED152	10	26	15	7	5	5	13	30	24	9	1	3	20	17	3	12	9	47	26	35	9	26	21	52	36	2	13	24	31	2	0	25	11	4	6	0	1	8	12	2
Psychroflexus_torquis	d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Psychroflexus|s__Psychroflexus_torquis	2	5	0	7	0	1	0	30	4	20	0	2	2	10	23	1	7	44	1	6	1	20	10	5	8	11	6	3	18	16	0	0	1	2	1	1	0	1	31	0
Riemerella_anatipestifer	d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Riemerella|s__Riemerella_anatipestifer	744	86	56	38	224	896	25	40	0	39	324	539	207	21	98	147	64	51	89	112	520	49	105	89	241	18	150	131	75	49	467	118	123	48	1607	70	67	54	259	32
Robiginitalea_biformata	d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Robiginitalea|s__Robiginitalea_biformata	10	1	0	5	1	0	26	14	50	6	0	7	6	5	0	11	3	9	37	14	1	8	17	5	29	2	15	19	14	7	11	1	0	1	1	3	2	2	4	8
Weeksella_virosa	d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Weeksella|s__Weeksella_virosa	0	0	2	0	0	0	0	0	4	1	0	0	4	2	0	0	2	2	1	0	0	0	0	0	1	0	1	0	2	0	1	0	1	0	1	1	0	0	1	2
Zobellia_galactanivorans	d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Zobellia|s__Zobellia_galactanivorans	1	0	0	0	0	0	2	1	0	0	0	1	0	0	0	1	0	2	0	1	1	0	0	1	2	0	3	4	0	3	1	0	1	0	0	0	0	2	0	0
Zunongwangia_profunda	d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Zunongwangia|s__Zunongwangia_profunda	1	5	1	16	5	0	3	11	1	6	0	12	1	7	4	16	11	16	1	4	0	4	11	1	5	20	1	5	4	3	0	4	5	16	1	5	11	3	2	10
Flavobacteriaceae_bacterium_3519-10	d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|s__Flavobacteriaceae_bacterium_3519-10	2	1	0	0	1	0	0	0	1	1	0	1	0	1	1	6	1	1	2	1	0	1	0	1	2	1	1	1	2	0	7	1	0	0	1	0	0	0	0	0
Candidatus_Sulcia_muelleri	d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|g__Candidatus_Sulcia|s__Candidatus_Sulcia_muelleri	5	8	0	0	2	8	4	16	0	1	0	2	11	1	4	0	8	3	3	0	1	3	0	0	5	0	1	6	3	1	3	0	3	2	0	1	1	2	1	0
Candidatus_Uzinura_diaspidicola	d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|s__Candidatus_Uzinura_diaspidicola	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	3	0	0	0	0	4	2	1	1	1	1	0	0	0	0
Haliscomenobacter_hydrossis	d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Saprospiraceae|g__Haliscomenobacter|s__Haliscomenobacter_hydrossis	51	30	45	37	19	35	56	58	14	66	5	51	103	53	25	71	44	111	33	17	43	19	63	41	52	19	39	74	33	7	8	20	21	49	2	5	69	7	21	27
Saprospira_grandis	d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Saprospiraceae|g__Saprospira|s__Saprospira_grandis	1	0	1	3	0	5	0	12	2	1	2	1	6	0	3	0	1	0	3	0	88	0	0	4	9	36	0	0	1	8	48	71	1	0	1	117	1	0	0	6
Pedobacter_heparinus	d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pedobacter|s__Pedobacter_heparinus	0	0	0	3	1	0	1	1	0	3	0	0	0	5	0	2	0	6	0	4	33	0	1	0	2	0	10	2	4	9	53	0	3	0	0	6	0	0	1	4
Pedobacter_saltans	d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pedobacter|s__Pedobacter_saltans	249	2	7	24	0	9	26	3	3	8	10	4	8	3	25	56	1	13	28	25	144	21	60	13	35	22	39	256	18	47	49	106	116	25	9	46	64	85	0	1
Solitalea_canadensis	d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Solitalea|s__Solitalea_canadensis	2	23	2	3	151	10	1	1	3	3	3	0	3	1	0	3	3	1	1	12	66	8	0	3	7	4	3	7	16	0	13	64	8	5	3	20	1	5	4	7
Sphingobacterium_sp._21	d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium_sp._21	5	5	13	4	2	30	4	0	5	1	36	4	24	1	35	6	9	80	5	7	2	2	65	3	15	27	6	8	8	16	1	1	1	2	2	1	4	1	11	4
Chitinophaga_pinensis	d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|g__Chitinophaga|s__Chitinophaga_pinensis	3	35	15	9	4	27	16	40	11	17	1	9	28	27	30	12	29	65	21	18	25	25	10	11	42	56	18	18	23	21	31	30	19	3	3	37	2	23	11	4
Niastella_koreensis	d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|g__Niastella|s__Niastella_koreensis	6	4	0	14	85	14	38	21	17	32	4	48	19	6	57	11	7	28	51	10	37	16	1	6	16	78	30	33	15	46	75	46	104	1	30	73	5	120	35	13
Rhodothermus_marinus	d__Bacteria|p__Bacteroidetes|o__Bacteroidetes_Order_II._Incertae_sedis|f__Rhodothermaceae|g__Rhodothermus|s__Rhodothermus_marinus	34	9	1	25	1	6	10	6	35	13	0	50	10	27	12	1	21	5	2	1	4	11	22	18	43	19	16	18	40	1	13	9	10	21	12	15	8	18	4	5
Salinibacter_ruber	d__Bacteria|p__Bacteroidetes|o__Bacteroidetes_Order_II._Incertae_sedis|f__Rhodothermaceae|g__Salinibacter|s__Salinibacter_ruber	6	0	1	2	1	0	1	0	1	3	0	0	3	0	1	0	6	1	1	2	5	1	0	3	2	4	0	2	3	1	3	2	1	7	3	3	0	3	0	1
Caldisericum_exile	d__Bacteria|p__Caldiserica|c__Caldisericia|o__Caldisericales|f__Caldisericaceae|g__Caldisericum|s__Caldisericum_exile	1	1	0	2	1	4	1	1	0	6	66	9	2	0	0	6	1	5	2	1	0	6	1	0	3	1	3	8	0	2	0	0	6	2	1	0	0	2	0	4
Candidatus_Saccharimonas_aalborgensis	d__Bacteria|p__Candidatus_Saccharibacteria|g__Candidatus_Saccharimonas|s__Candidatus_Saccharimonas_aalborgensis	9	2	0	5	4	5	5	1	1	11	10	15	3	5	10	2	3	1	0	6	3	5	1	5	1	5	0	3	6	0	6	5	5	2	0	4	4	1	1	8
Candidatus_Saccharibacteria_bacterium_RAAC3_TM7_1	d__Bacteria|p__Candidatus_Saccharibacteria|s__Candidatus_Saccharibacteria_bacterium_RAAC3_TM7_1	0	4	2	3	0	0	1	5	0	2	9	1	0	4	0	6	2	1	1	8	1	8	3	1	3	4	0	1	6	2	1	3	3	2	1	0	2	0	2	3
Chlamydia_pecorum	d__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Chlamydiaceae|g__Chlamydia|s__Chlamydia_pecorum	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydia_pneumoniae	d__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Chlamydiaceae|g__Chlamydia|s__Chlamydia_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydia_psittaci	d__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Chlamydiaceae|g__Chlamydia|s__Chlamydia_psittaci	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Chlamydia_trachomatis	d__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Chlamydiaceae|g__Chlamydia|s__Chlamydia_trachomatis	0	0	1	0	0	0	0	0	0	30	0	0	0	0	20	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	4	4	33	16
Chlamydophila_abortus	d__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Chlamydiaceae|g__Chlamydophila|s__Chlamydophila_abortus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydophila_felis	d__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Chlamydiaceae|g__Chlamydophila|s__Chlamydophila_felis	0	0	9	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
Parachlamydia_acanthamoebae	d__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Parachlamydiaceae|g__Parachlamydia|s__Parachlamydia_acanthamoebae	4	0	1	2	0	2	0	3	1	7	3	0	0	0	0	0	0	3	0	0	2	0	2	0	0	0	0	1	11	1	0	0	3	0	1	0	5	0	1	1
Simkania_negevensis	d__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Simkaniaceae|g__Simkania|s__Simkania_negevensis	5	0	0	0	0	0	0	0	0	1	0	0	6	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
Waddlia_chondrophila	d__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Waddliaceae|g__Waddlia|s__Waddlia_chondrophila	5	4	0	6	0	4	3	0	0	1	0	4	0	0	0	1	1	0	0	0	11	2	0	1	6	2	14	10	3	1	0	6	1	2	0	0	1	0	0	0
Chlorobaculum_parvum	d__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales|f__Chlorobiaceae|g__Chlorobaculum|s__Chlorobaculum_parvum	24	1	2	4	1	3	4	3	3	2	0	15	10	1	9	0	3	2	2	4	3	4	1	2	8	4	1	9	16	1	6	2	4	6	0	3	9	4	2	1
Chlorobaculum_tepidum	d__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales|f__Chlorobiaceae|g__Chlorobaculum|s__Chlorobaculum_tepidum	9	4	0	16	5	0	30	5	7	8	2	4	23	15	7	26	2	31	24	33	1	11	3	39	18	10	4	11	27	8	0	18	3	9	0	2	5	6	3	18
Chlorobium_chlorochromatii	d__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales|f__Chlorobiaceae|g__Chlorobium|s__Chlorobium_chlorochromatii	2	24	1	1	1	0	1	4	1	1	0	6	1	0	0	3	2	5	4	24	6	15	1	0	5	0	8	15	1	5	3	1	13	3	4	2	1	4	10	1
Chlorobium_limicola	d__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales|f__Chlorobiaceae|g__Chlorobium|s__Chlorobium_limicola	5	2	0	8	0	0	1	6	0	32	0	9	1	1	33	1	4	4	0	9	1	22	0	10	4	8	0	10	5	26	2	6	1	0	3	7	6	4	30	0
Chlorobium_phaeobacteroides	d__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales|f__Chlorobiaceae|g__Chlorobium|s__Chlorobium_phaeobacteroides	37	0	1	1	0	2	0	0	0	0	15	3	0	0	2	1	0	2	0	2	0	2	1	6	1	0	0	0	0	1	4	8	0	1	1	29	3	4	0	1
Chlorobium_phaeovibrioides	d__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales|f__Chlorobiaceae|g__Chlorobium|s__Chlorobium_phaeovibrioides	6	5	16	6	1	0	31	12	6	7	0	0	21	11	3	6	1	30	20	7	34	3	3	13	22	3	15	2	14	1	0	13	2	4	2	14	2	0	6	1
Chloroherpeton_thalassium	d__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales|f__Chlorobiaceae|g__Chloroherpeton|s__Chloroherpeton_thalassium	1	1	1	16	0	0	5	0	0	52	0	42	0	28	20	51	39	1	1	19	6	26	0	11	40	6	2	0	7	4	2	4	6	40	2	2	0	6	0	21
Pelodictyon_luteolum	d__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales|f__Chlorobiaceae|g__Pelodictyon|s__Pelodictyon_luteolum	6	2	2	1	0	0	0	0	0	6	1	10	6	7	7	4	1	4	0	18	4	5	10	2	14	21	3	6	7	0	2	5	1	2	0	7	0	9	0	0
Pelodictyon_phaeoclathratiforme	d__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales|f__Chlorobiaceae|g__Pelodictyon|s__Pelodictyon_phaeoclathratiforme	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	2	1	0	0	2	8	1	0	8	0	0	0	0	0	0	0	0
Prosthecochloris_aestuarii	d__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales|f__Chlorobiaceae|g__Prosthecochloris|s__Prosthecochloris_aestuarii	9	1	10	1	3	13	8	2	5	6	0	1	21	8	3	13	5	38	49	4	0	8	0	15	7	7	11	12	12	2	3	0	8	3	1	0	1	1	6	7
Anaerolinea_thermophila	d__Bacteria|p__Chloroflexi|c__Anaerolineae|o__Anaerolineales|f__Anaerolineaceae|g__Anaerolinea|s__Anaerolinea_thermophila	1	0	5	0	0	0	4	0	0	3	10	12	0	0	5	14	8	30	1	4	2	3	3	7	1	1	2	1	1	2	8	2	1	4	0	1	2	3	1	2
Caldilinea_aerophila	d__Bacteria|p__Chloroflexi|c__Caldilineae|o__Caldilineales|f__Caldilineaceae|g__Caldilinea|s__Caldilinea_aerophila	3	3	5	8	2	0	31	2	0	4	6	1	2	0	23	3	7	0	1	1	0	2	0	8	25	0	3	6	8	3	4	2	2	1	3	7	1	5	3	6
Chloroflexus_aggregans	d__Bacteria|p__Chloroflexi|c__Chloroflexia|o__Chloroflexales|f__Chloroflexaceae|g__Chloroflexus|s__Chloroflexus_aggregans	0	0	0	0	0	0	2	0	0	0	0	1	5	0	4	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0
Chloroflexus_sp._Y-400-fl	d__Bacteria|p__Chloroflexi|c__Chloroflexia|o__Chloroflexales|f__Chloroflexaceae|g__Chloroflexus|s__Chloroflexus_sp._Y-400-fl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Roseiflexus_castenholzii	d__Bacteria|p__Chloroflexi|c__Chloroflexia|o__Chloroflexales|f__Roseiflexaceae|g__Roseiflexus|s__Roseiflexus_castenholzii	5	13	1	8	7	1	10	0	0	11	0	9	0	6	5	6	17	0	11	24	5	4	6	7	3	8	2	1	9	12	5	3	4	23	9	2	4	21	6	6
Roseiflexus_sp._RS-1	d__Bacteria|p__Chloroflexi|c__Chloroflexia|o__Chloroflexales|f__Roseiflexaceae|g__Roseiflexus|s__Roseiflexus_sp._RS-1	1	2	0	0	4	7	5	0	0	2	0	9	12	1	0	1	1	1	9	2	0	3	7	1	1	4	0	1	20	1	2	1	0	2	1	1	0	4	4	2
Herpetosiphon_aurantiacus	d__Bacteria|p__Chloroflexi|c__Chloroflexia|o__Herpetosiphonales|f__Herpetosiphonaceae|g__Herpetosiphon|s__Herpetosiphon_aurantiacus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	2	6	0	45	1	11	0	0	0	3	0	0	3	10	2	0	0	1	0	0	0
Dehalogenimonas_lykanthroporepellens	d__Bacteria|p__Chloroflexi|c__Dehalococcoidia|g__Dehalogenimonas|s__Dehalogenimonas_lykanthroporepellens	1	1	1	0	0	0	0	0	0	1	2	1	0	1	1	9	0	1	0	0	0	0	0	0	2	2	0	0	0	1	0	0	0	2	0	0	0	1	0	0
Dehalococcoides_mccartyi	d__Bacteria|p__Chloroflexi|c__Dehalococcoidia|o__Dehalococcoidales|f__Dehalococcoidaceae|g__Dehalococcoides|s__Dehalococcoides_mccartyi	1	9	1	8	131	0	9	0	1	9	167	58	0	0	4	0	8	5	2	1	45	15	10	1	10	60	12	5	6	0	45	31	99	1	21	27	0	120	22	41
Sphaerobacter_thermophilus	d__Bacteria|p__Chloroflexi|c__Thermomicrobia|o__Sphaerobacterales|f__Sphaerobacteraceae|g__Sphaerobacter|s__Sphaerobacter_thermophilus	8	0	1	1	2	0	3	1	0	7	0	7	6	4	5	8	4	3	1	1	0	2	1	3	4	8	4	5	5	3	0	3	1	0	2	6	0	5	3	0
Thermomicrobium_roseum	d__Bacteria|p__Chloroflexi|c__Thermomicrobia|o__Thermomicrobiales|f__Thermomicrobiaceae|g__Thermomicrobium|s__Thermomicrobium_roseum	0	1	4	1	0	0	1	1	4	5	0	6	4	0	0	0	1	0	0	2	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Desulfurispirillum_indicum	d__Bacteria|p__Chrysiogenetes|c__Chrysiogenetes|o__Chrysiogenales|f__Chrysiogenaceae|g__Desulfurispirillum|s__Desulfurispirillum_indicum	19	0	14	9	7	3	14	3	0	14	5	16	6	9	10	12	31	5	5	14	19	57	3	11	5	10	11	7	19	8	0	11	12	33	2	12	7	8	14	38
Candidatus_Cloacimonas_acidaminovorans	d__Bacteria|p__Cloacimonetes|g__Candidatus_Cloacimonas|s__Candidatus_Cloacimonas_acidaminovorans	0	1	0	7	0	0	0	0	1	1	0	2	1	0	1	0	3	0	1	0	0	0	0	0	0	0	1	1	6	0	1	2	2	0	0	1	4	2	0	0
Gloeobacter_kilaueensis	d__Bacteria|p__Cyanobacteria|c__Gloeobacteria|o__Gloeobacterales|g__Gloeobacter|s__Gloeobacter_kilaueensis	3	1	0	1	5	0	2	0	0	0	6	8	8	0	1	3	4	0	2	4	1	0	0	1	0	2	11	1	3	2	8	2	4	2	0	4	3	0	1	1
Gloeobacter_violaceus	d__Bacteria|p__Cyanobacteria|c__Gloeobacteria|o__Gloeobacterales|g__Gloeobacter|s__Gloeobacter_violaceus	21	2	6	12	5	4	13	3	1	10	2	5	3	5	11	4	19	3	7	20	7	24	2	19	5	16	6	11	28	9	4	3	3	19	8	10	0	17	22	12
Acaryochloris_marina	d__Bacteria|p__Cyanobacteria|o__Chroococcales|g__Acaryochloris|s__Acaryochloris_marina	0	0	0	0	116	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	5	1	0	5	0	81	6	91	0	74	25	0	0	0	0
Candidatus_Atelocyanobacterium_thalassa	d__Bacteria|p__Cyanobacteria|o__Chroococcales|g__Candidatus_Atelocyanobacterium|s__Candidatus_Atelocyanobacterium_thalassa	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chamaesiphon_minutus	d__Bacteria|p__Cyanobacteria|o__Chroococcales|g__Chamaesiphon|s__Chamaesiphon_minutus	1	0	0	0	4	0	0	0	0	1	0	10	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0
Cyanobacterium_aponinum	d__Bacteria|p__Cyanobacteria|o__Chroococcales|g__Cyanobacterium|s__Cyanobacterium_aponinum	2	3	2	1	0	6	8	4	2	0	9	2	0	0	0	0	1	3	0	0	0	0	6	5	0	2	0	3	1	0	5	0	0	0	2	7	1	0	1	0
Cyanobacterium_stanieri	d__Bacteria|p__Cyanobacteria|o__Chroococcales|g__Cyanobacterium|s__Cyanobacterium_stanieri	3	10	14	0	1	2	1	1	0	0	0	8	1	1	0	3	2	0	1	0	3	0	5	6	2	0	9	1	1	1	7	4	0	0	3	8	2	3	2	1
