ID	NAME	kegg_merge_filter_human_081A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_082A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_083A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_084A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_085A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_086A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_091A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_093A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_094A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_098A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_099A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_100A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_101A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_107A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_108A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_109A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_10A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_116A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_118A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_119A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_11A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_120A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_13A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_15A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_18A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_1A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_20A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_21A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_24A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_25A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_28A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_29A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_31A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_34A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_35A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_37A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_39A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_3A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_6A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_7A-hit-keg-mpt-cop-nul-nve-nve
ko02060	ko02060: Phosphotransferase system (PTS)	0.00312863	0.00304352	0.00350592	0.00484413	0.00234175	0.00338145	0.00309005	0.00347762	0.00386561	0.00295498	0.00443855	0.00245796	0.00250828	0.00684583	0.00569565	0.00405357	0.00571691	0.00244953	0.0033005	0.00602646	0.00329089	0.00385112	0.00301989	0.00360005	0.0020776	0.00390124	0.00276528	0.0024925	0.00386088	0.00337406	0.00217804	0.00252341	0.00212566	0.00404796	0.00334106	0.00410206	0.00379627	0.00289981	0.00377233	0.00560241
ko04712	ko04712: Circadian rhythm - plant	0.000103396	8.4747e-05	0.00010182	7.28815e-05	0.000104579	8.62131e-05	9.86156e-05	8.62183e-05	6.36886e-05	7.30316e-05	0.000150732	9.97092e-05	0.000113351	6.31742e-05	7.39132e-05	7.82442e-05	7.33974e-05	9.6997e-05	0.000113895	6.44095e-05	7.70732e-05	8.90913e-05	0.000103413	7.96803e-05	0.000108363	6.87542e-05	8.30911e-05	8.43203e-05	0.000115226	6.97673e-05	8.2282e-05	7.7151e-05	6.48407e-05	9.41003e-05	6.96794e-05	7.06224e-05	7.79424e-05	6.86011e-05	0.000103193	8.71859e-05
ko04930	ko04930: Type II diabetes mellitus	1.58583e-05	1.04656e-05	5.23107e-06	1.3919e-05	8.7973e-06	1.57374e-05	1.02991e-05	3.43505e-06	1.74967e-05	3.63923e-06	2.69713e-06	4.0256e-06	7.59413e-06	1.25613e-05	2.6056e-05	4.66447e-06	8.64598e-06	6.74483e-06	5.81623e-06	1.53342e-05	2.71588e-10	3.23628e-06	8.77147e-06	1.02415e-05	1.08621e-05	4.32642e-06	8.40521e-06	6.87797e-06	7.11145e-06	3.24895e-06	2.70094e-06	1.1725e-05	2.00101e-06	3.20019e-06	1.92035e-05	6.82517e-06	3.82092e-06	4.24815e-06	3.44643e-06	2.79259e-06
ko00513	ko00513: Various types of N-glycan biosynthesis	8.45384e-05	7.65787e-05	9.51597e-05	7.46074e-05	9.58531e-05	9.53383e-05	8.31826e-05	7.96123e-05	7.15459e-05	8.17361e-05	7.41546e-05	8.33878e-05	9.89969e-05	6.52818e-05	6.26668e-05	7.02602e-05	7.90199e-05	9.73746e-05	7.91959e-05	6.86179e-05	8.77085e-05	9.16708e-05	8.76015e-05	8.92592e-05	8.28357e-05	9.33164e-05	9.97128e-05	0.00010229	0.000100403	8.12819e-05	9.50536e-05	0.000100564	8.80495e-05	8.12467e-05	7.10073e-05	7.72664e-05	7.49618e-05	8.52125e-05	8.3943e-05	8.54109e-05
ko04970	ko04970: Salivary secretion	4.59648e-05	7.28308e-05	3.02615e-05	3.46331e-05	2.03373e-05	4.81032e-05	3.98707e-05	4.4041e-05	4.30937e-05	5.44517e-05	2.89041e-05	4.40156e-05	4.06365e-05	3.81192e-05	2.34682e-05	2.94385e-05	3.14213e-05	6.05267e-05	5.5085e-05	3.30036e-05	2.76378e-05	6.79676e-05	5.78609e-05	3.99305e-05	5.00788e-05	2.70455e-05	6.48342e-05	5.34074e-05	5.39025e-05	3.69284e-05	4.58397e-05	4.03562e-05	3.23027e-05	4.31225e-05	3.89404e-05	3.69705e-05	5.04413e-05	3.98404e-05	5.70073e-05	4.76122e-05
ko00511	ko00511: Other glycan degradation	0.011798	0.0156325	0.0172292	0.0121404	0.0108532	0.019531	0.014858	0.0174973	0.0153444	0.0143924	0.0174237	0.0115591	0.0179667	0.0138803	0.010647	0.0162229	0.0114309	0.0198158	0.0137678	0.0133019	0.0114274	0.0139119	0.0151574	0.0119433	0.0134318	0.010258	0.0154599	0.0133782	0.0120515	0.0175299	0.0110335	0.0135868	0.0112775	0.0143599	0.0129483	0.0099402	0.0148051	0.0103874	0.0144132	0.0122406
ko00510	ko00510: N-Glycan biosynthesis	0.00219618	0.00215612	0.00233968	0.0017981	0.00241407	0.00220543	0.00243055	0.00216556	0.00217808	0.00207571	0.00219459	0.00203121	0.00229405	0.00157571	0.0015411	0.00191187	0.00213732	0.00205118	0.00207084	0.00192287	0.0023006	0.00206633	0.00210454	0.00215003	0.00204198	0.00200428	0.00220355	0.00227007	0.00212106	0.00207656	0.00243235	0.00240625	0.00239532	0.00209527	0.00223266	0.00222682	0.00214805	0.00229112	0.00208417	0.00215518
ko05110	ko05110: Vibrio cholerae infection	2.20893e-05	3.58423e-05	3.28619e-05	3.30557e-05	4.31129e-05	2.69687e-05	2.72965e-05	4.11311e-05	2.78845e-05	2.82721e-05	4.89702e-05	2.57308e-05	3.08116e-05	3.5801e-05	3.19051e-05	1.98369e-05	2.57742e-05	3.59858e-05	3.21922e-05	3.27842e-05	2.47771e-05	2.75298e-05	5.98938e-05	3.96871e-05	3.84612e-05	2.22522e-05	2.40615e-05	3.37404e-05	3.1355e-05	1.90695e-05	2.46097e-05	2.63346e-05	2.78563e-05	3.01945e-05	2.16088e-05	2.07474e-05	2.21957e-05	1.86147e-05	2.76966e-05	2.7038e-05
ko04974	ko04974: Protein digestion and absorption	0.000767089	0.00086407	0.00106445	0.00073315	0.00117214	0.000886484	0.000847319	0.00112698	0.00120017	0.00102186	0.00104278	0.00103518	0.00100796	0.00074975	0.000728198	0.00130975	0.000735531	0.000973764	0.000800782	0.000620955	0.00113079	0.000967774	0.00131258	0.000862775	0.00121519	0.000876839	0.00106168	0.000973921	0.000681153	0.000990842	0.00110489	0.00106289	0.00120582	0.00100556	0.00100343	0.000875584	0.00108287	0.00116198	0.000866155	0.000692529
ko04976	ko04976: Bile secretion	4.78859e-05	5.53844e-05	5.06186e-05	4.93324e-05	8.08689e-05	3.52883e-05	5.003e-05	3.54173e-05	4.51767e-05	5.2931e-05	4.30177e-05	4.53193e-05	5.37385e-05	3.16121e-05	4.25729e-05	4.9661e-05	5.88137e-05	4.41608e-05	4.78976e-05	4.76113e-05	4.81172e-05	5.152e-05	5.05998e-05	5.03918e-05	5.17726e-05	4.32529e-05	4.66298e-05	5.71551e-05	5.50386e-05	4.73746e-05	7.61339e-05	6.34888e-05	5.11741e-05	5.06675e-05	7.29769e-05	6.27056e-05	3.99255e-05	4.77436e-05	5.47871e-05	5.58065e-05
ko00450	ko00450: Selenocompound metabolism	0.0159627	0.0158068	0.0149803	0.0161825	0.0144796	0.0164038	0.0163568	0.0144128	0.0143995	0.0156532	0.0152555	0.0154602	0.0152934	0.0136237	0.0143816	0.0156419	0.0165291	0.0144625	0.0163786	0.0139918	0.0148139	0.0157049	0.0148592	0.016284	0.0149439	0.0152306	0.0144903	0.0151524	0.01506	0.0158723	0.0145462	0.0151481	0.0145691	0.0160266	0.0139759	0.0144993	0.01597	0.0152304	0.0156759	0.0165469
ko00565	ko00565: Ether lipid metabolism	0.000369047	0.000292636	0.000176445	0.000472113	0.000214139	0.000271926	0.000325895	0.000290054	0.000350082	0.000273851	0.000342499	0.000672348	0.000335509	0.000778893	0.000703021	0.000262147	0.000284616	0.000326584	0.000261716	0.000612646	0.000286781	0.000328908	0.000281347	0.000319868	0.000319438	0.000274703	0.000297825	0.000381976	0.000298237	0.000311049	0.000222335	0.000358963	0.000288983	0.000262744	0.000214216	0.000242925	0.000310113	0.000217892	0.000239211	0.0002147
ko00904	ko00904: Diterpenoid biosynthesis	3.55089e-05	2.98276e-05	3.7625e-05	3.2028e-05	1.6554e-05	2.87932e-05	2.64273e-05	3.64512e-05	3.08433e-05	3.55643e-05	2.24743e-05	2.63796e-05	3.52455e-05	3.3511e-05	1.90287e-05	5.0905e-05	1.80366e-05	3.03647e-05	2.82857e-05	2.30621e-05	2.30665e-05	3.06433e-05	4.21409e-05	2.95988e-05	3.55055e-05	2.29879e-05	2.91907e-05	2.90138e-05	4.65478e-05	2.43267e-05	2.17286e-05	1.82616e-05	2.32092e-05	3.61565e-05	2.08166e-05	1.52427e-05	3.00526e-05	2.27725e-05	3.10931e-05	1.82158e-05
ko04075	ko04075: Plant hormone signal transduction	6.19554e-05	8.56625e-05	7.21736e-05	5.64512e-05	5.92538e-05	6.44213e-05	6.09352e-05	7.32121e-05	8.63004e-05	6.48688e-05	6.13713e-05	6.20579e-05	6.76529e-05	4.38388e-05	4.52725e-05	4.71354e-05	5.79154e-05	8.08746e-05	6.10862e-05	5.26012e-05	6.82469e-05	5.99625e-05	7.69984e-05	5.26306e-05	7.68027e-05	4.80817e-05	6.67311e-05	5.67626e-05	6.81113e-05	6.17898e-05	6.23941e-05	5.91472e-05	5.53895e-05	7.20907e-05	6.0501e-05	5.89575e-05	6.17611e-05	5.6515e-05	6.3524e-05	5.90115e-05
ko00300	ko00300: Lysine biosynthesis	0.0171717	0.0162971	0.0159516	0.0165368	0.0178787	0.015603	0.0167028	0.015033	0.0159625	0.016965	0.0156418	0.0176424	0.0158274	0.0141182	0.0146385	0.0162637	0.0178843	0.0149991	0.0165407	0.0152745	0.017826	0.0169304	0.0162751	0.0175818	0.0162876	0.0180045	0.0168007	0.0164872	0.0168078	0.0166155	0.0174894	0.017986	0.0180531	0.0171761	0.0174713	0.0177584	0.0169554	0.0185327	0.0172084	0.017516
ko00905	ko00905: Brassinosteroid biosynthesis	6.90864e-05	9.31134e-05	0.000129445	7.36409e-05	4.96227e-05	6.14607e-05	9.70288e-05	8.5304e-05	0.000123862	8.11401e-05	0.000107486	8.28007e-05	0.000101666	7.72084e-05	6.03182e-05	0.000107847	9.34676e-05	8.70808e-05	0.000102434	6.80805e-05	4.45569e-05	0.000120719	0.000138321	6.72433e-05	9.97373e-05	3.10977e-05	7.29187e-05	5.44115e-05	8.80268e-05	0.000104097	3.47847e-05	5.70209e-05	7.06532e-05	8.20099e-05	4.84641e-05	4.97154e-05	9.84427e-05	2.61436e-05	0.000117849	0.000110676
ko00196	ko00196: Photosynthesis - antenna proteins	0.000126686	0.000183733	0.000128582	0.000140036	0.000133126	0.000152773	0.000152128	0.000170699	0.000117891	0.000151503	0.000153181	0.000164539	0.000204433	0.000112081	0.000163205	0.000148458	0.000132478	0.000169744	0.000166331	0.000115726	0.000188596	0.000148899	0.000182386	0.000215509	0.000146592	0.000213733	0.000149676	0.000212536	0.000153203	0.000128608	0.000106051	0.000198589	0.000182725	0.000146355	9.34214e-05	0.000149512	0.000161995	0.000186104	0.000139629	0.000119178
ko00195	ko00195: Photosynthesis	0.00036283	0.000394121	0.000441104	0.000358272	0.000295184	0.000383699	0.000419766	0.000411018	0.000392427	0.000412374	0.000379236	0.000375176	0.00066979	0.000255543	0.000234558	0.000331426	0.000389192	0.000403349	0.000341268	0.000322951	0.000296364	0.000371064	0.00040198	0.000369591	0.000442298	0.000260798	0.000313447	0.000286806	0.000407578	0.000356974	0.000284715	0.000290523	0.000315034	0.000405779	0.000289951	0.000280268	0.000379721	0.000293475	0.000361204	0.00037583
ko05416	ko05416: Viral myocarditis	1.20822e-05	6.77774e-06	2.31e-06	4.7194e-06	2.60321e-06	4.92734e-06	3.58019e-06	6.88912e-06	1.38643e-06	2.67915e-06	3.57072e-06	1.04892e-05	1.00904e-05	2.2222e-06	8.09115e-07	2.74132e-06	4.37914e-06	7.21624e-06	6.42148e-06	3.29932e-06	2.30249e-05	2.71681e-06	2.3164e-06	4.02066e-06	8.77662e-06	6.41523e-06	1.08786e-05	1.30118e-05	4.61792e-06	9.87767e-06	5.54765e-06	5.41309e-06	6.29699e-06	3.33721e-06	3.12426e-06	1.02803e-05	6.11854e-06	3.2528e-06	4.05415e-06	4.08387e-06
ko00260	ko00260: Glycine, serine and threonine metabolism	0.0118904	0.0115012	0.0111779	0.0115915	0.0117261	0.0110075	0.0114599	0.0124911	0.0121736	0.0120182	0.011447	0.0121192	0.0113717	0.0116155	0.0114879	0.0120807	0.0114656	0.0117486	0.0118674	0.0115947	0.0114132	0.0117892	0.0119868	0.0116688	0.0122249	0.0118503	0.0115186	0.0117031	0.0120602	0.0114463	0.0112696	0.010711	0.0115607	0.0118441	0.0111108	0.0110368	0.0111167	0.0120368	0.0117161	0.0113823
ko00190	ko00190: Oxidative phosphorylation	0.00604954	0.00579382	0.00583592	0.00566206	0.00620024	0.00572597	0.00574405	0.00600972	0.00610193	0.0059007	0.00575123	0.00607989	0.00603407	0.0058341	0.00598412	0.00608299	0.00548687	0.00602287	0.00555043	0.00596822	0.00604884	0.00603547	0.00620343	0.00565562	0.00617814	0.00571609	0.0060634	0.00609052	0.00575473	0.00613272	0.00599124	0.00602092	0.00596928	0.00572103	0.00598431	0.00570005	0.0060636	0.0060361	0.00574156	0.00553368
ko03440	ko03440: Homologous recombination	0.0167879	0.0156761	0.0151802	0.0157435	0.0163751	0.0149848	0.0154957	0.0146597	0.0151618	0.0156908	0.014555	0.0166616	0.0146618	0.0147223	0.015779	0.0153482	0.0162949	0.0140324	0.0155042	0.0154169	0.0176888	0.0156108	0.0153826	0.016835	0.0159405	0.0176364	0.0153409	0.0174352	0.0162772	0.0150095	0.0174331	0.0173869	0.01697	0.0156644	0.0166766	0.0171453	0.0158469	0.0169091	0.0157647	0.0158692
ko00750	ko00750: Vitamin B6 metabolism	0.0134805	0.0140114	0.0131401	0.0138084	0.016458	0.0135036	0.0135455	0.0150655	0.0147255	0.0138828	0.0131863	0.0151875	0.0141693	0.0133228	0.013051	0.0141734	0.0137426	0.0153064	0.0145897	0.0129485	0.0158404	0.0140405	0.0148339	0.0141947	0.0149402	0.0151023	0.0151773	0.013945	0.013808	0.0137217	0.0160755	0.0155189	0.0161109	0.0133326	0.0162782	0.0161908	0.0141636	0.0170056	0.0136555	0.0121497
ko04626	ko04626: Plant-pathogen interaction	0.000813019	0.000728995	0.000682209	0.00073228	0.0007381	0.000688827	0.000729407	0.0006536	0.000656079	0.000760635	0.000775172	0.000851988	0.000669504	0.000599369	0.000766683	0.000761374	0.000828479	0.000600567	0.000690034	0.000687153	0.000812396	0.000717313	0.000681985	0.000823481	0.000713392	0.000854403	0.000694205	0.000822988	0.000863977	0.000725943	0.000756637	0.000794066	0.000763226	0.00075801	0.000742982	0.000784418	0.000780698	0.000776564	0.000761303	0.000819955
ko00311	ko00311: Penicillin and cephalosporin biosynthesis	0.000813017	0.00116858	0.00221394	0.00078355	0.00146171	0.00185642	0.00162686	0.00181914	0.00222331	0.00107219	0.00231526	0.00130401	0.00207664	0.0017925	0.00152293	0.00110313	0.000734015	0.00182385	0.00135089	0.00172347	0.000979086	0.00107898	0.00114674	0.00091471	0.0010133	0.00107216	0.00141819	0.000956312	0.00104995	0.00166585	0.00143118	0.00136805	0.00127335	0.00109091	0.00122085	0.0010628	0.0011125	0.00131601	0.00138768	0.000916115
ko04664	ko04664: Fc epsilon RI signaling pathway	8.67151e-06	1.0637e-05	5.50426e-06	1.0682e-05	1.58124e-05	1.24946e-05	1.14893e-05	7.87373e-06	1.12926e-05	1.68265e-05	6.17519e-06	1.90355e-05	1.64842e-05	1.65274e-05	6.76841e-06	5.73379e-06	9.74046e-06	8.75907e-06	1.2921e-05	7.03115e-06	7.1943e-06	5.78192e-06	4.30319e-06	4.97125e-06	9.08205e-06	8.32511e-06	6.30668e-06	9.18447e-06	9.98495e-06	1.17384e-05	8.55445e-06	9.53633e-06	1.12408e-05	6.75161e-06	6.83044e-06	1.96055e-05	6.89542e-06	1.04526e-05	1.65918e-05	8.86588e-06
ko00591	ko00591: Linoleic acid metabolism	8.07119e-05	7.7813e-05	0.000122284	0.000116335	0.000174345	9.93153e-05	0.000110751	7.79584e-05	6.79825e-05	8.09853e-05	0.000109946	0.000111541	9.1153e-05	5.13191e-05	4.89393e-05	8.58307e-05	0.000124734	0.000106524	0.000156313	6.66158e-05	0.000151794	9.36606e-05	0.000114386	0.000118665	8.26815e-05	4.68369e-05	6.29563e-05	8.35257e-05	9.40941e-05	8.08681e-05	0.000116955	2.61949e-05	0.000121387	0.000129311	5.0727e-05	6.74855e-05	0.000104299	9.89858e-05	0.000109416	0.000104179
ko04666	ko04666: Fc gamma R-mediated phagocytosis	6.44965e-06	6.08305e-06	4.6386e-06	5.16516e-06	5.59129e-06	6.888e-06	5.83531e-06	4.03035e-06	3.97483e-06	5.33094e-06	6.45759e-06	4.10498e-06	5.62527e-06	3.47036e-06	3.58253e-06	5.77106e-06	8.60123e-06	5.49547e-06	3.1166e-06	4.83179e-06	5.62459e-06	7.17192e-06	7.07125e-06	5.02557e-06	6.03781e-06	4.42711e-06	4.08e-06	7.30611e-06	8.05284e-06	4.85772e-06	4.28797e-06	2.58863e-06	3.1704e-06	8.35961e-06	2.3875e-06	3.84207e-06	5.31185e-06	4.11743e-06	4.02104e-06	9.39635e-06
ko00062	ko00062: Fatty acid elongation in mitochondria	0.00021156	0.000226889	0.000199956	0.000226535	0.0004002	0.000267964	0.000279652	0.000264117	0.000162048	0.000289113	0.000188911	0.000346037	0.000213118	0.000141361	0.000153429	0.000224713	0.000289013	0.00033248	0.000306144	0.000241675	0.000250549	0.000229352	0.00021479	0.000286845	0.000304565	0.000280869	0.000344856	0.000313263	0.000354694	0.000291885	0.00039894	0.000357092	0.000220635	0.000231598	0.000464714	0.000359236	0.000176565	0.000229293	0.000211102	0.000288498
ko00061	ko00061: Fatty acid biosynthesis	0.0147901	0.0152073	0.0158247	0.0145167	0.0140529	0.0157159	0.016124	0.0149281	0.0151272	0.0143211	0.0158417	0.0140029	0.015866	0.0133436	0.0125962	0.014269	0.0155345	0.0145055	0.0152817	0.0140065	0.0142823	0.0146903	0.0146174	0.0147869	0.0141811	0.0141588	0.013597	0.0143608	0.0145238	0.0150062	0.0138188	0.0133611	0.0140547	0.0147196	0.0131408	0.0143896	0.0152732	0.0134125	0.0151959	0.0164017
ko04662	ko04662: B cell receptor signaling pathway	2.72058e-05	1.44544e-05	2.0518e-05	2.0518e-05	1.35464e-05	3.45432e-05	2.75172e-05	2.16239e-05	1.28665e-05	2.74271e-05	2.93667e-05	1.21898e-05	1.83078e-05	1.67448e-05	1.37676e-05	2.4118e-05	2.51358e-05	2.95127e-05	5.27251e-05	1.70156e-05	2.66523e-05	2.08461e-05	1.28393e-05	1.77572e-05	1.35115e-05	1.98764e-05	2.00945e-05	1.74529e-05	2.42099e-05	1.99158e-05	1.34362e-05	1.21193e-05	2.41273e-05	1.73228e-05	1.33829e-05	1.19208e-05	1.31411e-05	1.83753e-05	2.2256e-05	2.75172e-05
ko03070	ko03070: Bacterial secretion system	0.00856263	0.00834609	0.0077419	0.00924009	0.00756324	0.00765277	0.00830827	0.00800402	0.00798335	0.0085102	0.00775617	0.00820149	0.0078738	0.00922514	0.0102348	0.0081685	0.00828938	0.00762558	0.00831916	0.00983367	0.00817066	0.0081742	0.00827964	0.00853035	0.00848316	0.00845168	0.0081139	0.00896319	0.00893625	0.00792208	0.00815772	0.00757274	0.00760655	0.00828293	0.00810024	0.00832666	0.00822722	0.00754169	0.00810141	0.00846445
ko00253	ko00253: Tetracycline biosynthesis	7.52671e-06	1.25127e-05	1.33341e-05	8.23346e-06	1.1212e-05	2.14762e-05	1.24816e-05	6.1444e-06	1.8502e-06	6.02155e-06	4.90753e-06	8.78601e-06	7.18635e-06	3.32979e-06	4.26561e-06	1.23275e-05	6.62707e-06	4.20228e-06	2.50954e-06	7.54853e-06	5.73047e-06	7.81102e-06	4.71574e-06	1.2132e-05	7.26765e-06	6.86754e-06	7.6365e-06	6.68682e-06	8.0321e-06	8.44083e-06	4.56083e-06	1.28476e-05	6.84445e-06	8.35133e-06	9.99092e-06	8.85641e-06	9.05548e-06	1.05629e-05	3.00924e-06	7.06358e-06
ko05211	ko05211: Renal cell carcinoma	1.02072e-05	6.52841e-06	7.02291e-06	5.20216e-06	1.2012e-05	6.25958e-06	6.60305e-06	3.83951e-06	3.48809e-06	6.21799e-06	9.92962e-06	1.27966e-05	4.71432e-06	5.24105e-06	6.04178e-06	2.54398e-06	7.26548e-06	9.15314e-06	4.23604e-06	7.97195e-06	7.91666e-06	5.54628e-06	4.14447e-06	6.93548e-06	4.56534e-06	6.56544e-06	1.2528e-05	5.18201e-06	4.83279e-06	5.36453e-06	8.92338e-06	1.45548e-05	4.81319e-06	2.60059e-06	1.02994e-05	1.08142e-05	4.21628e-06	1.41902e-05	3.6632e-06	4.7358e-06
ko04370	ko04370: VEGF signaling pathway	1.07727e-07	1.05296e-06	4.29663e-07	4.7145e-07	4.45188e-07	1.23569e-06	9.7752e-07	4.8583e-07	2.1238e-13	8.83439e-07	0	4.09687e-07	7.70841e-11	3.72571e-07	2.49746e-06	3.74454e-12	3.43101e-06	1.38341e-06	5.70401e-07	3.96592e-07	9.39777e-07	2.23487e-06	1.50576e-07	9.20108e-07	2.93675e-11	4.24927e-07	3.05921e-06	7.24497e-07	8.87712e-07	4.54321e-07	6.15261e-06	5.22911e-06	1.08372e-06	5.65983e-07	1.00991e-06	1.11341e-06	8.63981e-07	1.00068e-05	4.1829e-07	9.69788e-07
ko04730	ko04730: Long-term depression	4.83916e-06	1.00017e-06	4.20152e-06	1.06993e-05	3.84351e-06	3.4115e-06	1.06865e-06	3.97238e-06	1.34184e-06	3.99361e-06	5.01231e-06	1.9049e-06	2.5762e-06	4.92719e-06	6.31909e-07	6.26601e-06	3.31051e-06	2.16628e-05	2.36576e-07	1.00877e-06	4.34493e-06	4.43609e-06	4.57214e-06	3.08396e-06	4.61288e-06	2.84463e-06	2.30377e-06	4.4422e-06	1.38088e-06	1.9425e-06	3.86933e-06	3.205e-06	5.26995e-06	1.28206e-06	2.19433e-06	7.25983e-07	2.66418e-06	4.00203e-06	2.48296e-06	4.98801e-06
ko04740	ko04740: Olfactory transduction	7.30638e-05	7.52587e-05	5.13344e-05	4.34736e-05	5.83307e-05	7.06932e-05	5.15271e-05	6.05149e-05	5.74261e-05	6.45132e-05	6.01375e-05	5.21541e-05	6.18896e-05	5.97527e-05	5.55858e-05	7.0482e-05	4.8496e-05	5.46614e-05	4.0709e-05	5.6685e-05	7.07757e-05	5.695e-05	5.95663e-05	5.42188e-05	6.07048e-05	5.11682e-05	5.04006e-05	6.40465e-05	5.82897e-05	5.79635e-05	7.83423e-05	6.13922e-05	7.52944e-05	8.82989e-05	7.02994e-05	6.51116e-05	5.85094e-05	7.39634e-05	5.43029e-05	5.01515e-05
ko00380	ko00380: Tryptophan metabolism	0.00229703	0.00223865	0.0022099	0.00250517	0.00213444	0.00218572	0.00224939	0.00220882	0.00212379	0.00242609	0.00224663	0.00237263	0.00234684	0.00308044	0.00304282	0.00243328	0.00225475	0.0023876	0.00225495	0.002843	0.00222171	0.00236909	0.00229575	0.00222861	0.0024865	0.00228589	0.00217043	0.00230912	0.00264029	0.00205625	0.00213724	0.00216958	0.00207617	0.0022835	0.00221028	0.00227655	0.00219788	0.00209371	0.00213846	0.00234534
ko00500	ko00500: Starch and sucrose metabolism	0.01265	0.0127545	0.0139122	0.0136578	0.0154519	0.0146312	0.0140036	0.0132465	0.0127542	0.013213	0.0132994	0.0122492	0.0140974	0.012058	0.012965	0.0122998	0.0139136	0.0147576	0.0139607	0.012619	0.0132027	0.0127907	0.013056	0.0132235	0.0117008	0.0135678	0.0134375	0.0123051	0.013232	0.0138871	0.0139951	0.0141344	0.0149628	0.0137446	0.0142448	0.0139481	0.013133	0.0149439	0.0136805	0.0138828
ko05120	ko05120: Epithelial cell signaling in Helicobacter pylori infection	0.000863168	0.00081778	0.000831687	0.000835641	0.000919359	0.000810057	0.000835872	0.000801432	0.000844797	0.000899773	0.00083616	0.000905314	0.000810265	0.000709034	0.000745348	0.000857628	0.000916575	0.000783144	0.000823649	0.000748746	0.000942719	0.000915297	0.00084461	0.000926859	0.000877674	0.000916567	0.000847629	0.000916495	0.000891819	0.000841335	0.000936116	0.000930693	0.000952684	0.000867966	0.00086668	0.000904785	0.000882728	0.000915397	0.000851072	0.000899005
ko00590	ko00590: Arachidonic acid metabolism	0.00104242	0.00110788	0.00114485	0.00087101	0.00153814	0.00126989	0.000979437	0.00119088	0.0011892	0.00084502	0.0012345	0.00112738	0.00119816	0.00125851	0.0012606	0.000860131	0.000657745	0.00124101	0.00101135	0.00111291	0.0012801	0.000888157	0.000943132	0.000822283	0.000953725	0.00121793	0.00121096	0.00126112	0.000854323	0.00111974	0.00144685	0.00145229	0.00115219	0.000814096	0.00139558	0.00143299	0.000940755	0.00110854	0.00101478	0.000814465
ko00310	ko00310: Lysine degradation	0.00239305	0.00258001	0.00239384	0.00267961	0.00222438	0.00260017	0.00244851	0.00245956	0.00228725	0.00238546	0.00231124	0.00225019	0.00250541	0.00497907	0.00305049	0.00249994	0.00230946	0.00233335	0.00252182	0.00346302	0.00227289	0.00255998	0.00220157	0.00246565	0.00244813	0.0021562	0.00234924	0.0025113	0.00266358	0.00223593	0.0021978	0.00229521	0.00218822	0.00231198	0.0024986	0.00236384	0.00231266	0.00226541	0.00241715	0.00247243
